Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Interest","Vol/OI Ratio",IV,Time
DKS,33.81,Put,35,08/18/17,7,2.40,2.5,2.60,2.8,4289,1543,2.78,105.10%,08/10/17
MGM,30.51,Put,31.5,08/18/17,7,1.16,1.19,1.22,0.94,3752,1355,2.77,35.74%,08/10/17
FE,32.04,Call,29,08/18/17,7,2.95,3.08,3.20,3.3,1523,551,2.76,45.09%,08/10/17
AVGO,240.71,Put,230,01/18/19,525,33.50,33.8,34.10,33.4,516,187,2.76,36.50%,08/10/17
VMC,114.71,Call,110,11/17/17,98,9.30,9.65,10.00,9.82,606,220,2.75,29.75%,08/10/17
HRB,30.63,Call,33,09/15/17,35,0.35,0.43,0.50,0.45,682,248,2.75,32.70%,08/10/17
PBR,8.62,Put,8.5,08/25/17,14,0.21,0.23,0.25,0.24,723,264,2.74,44.61%,08/10/17
AMD,12.12,Call,12.5,08/25/17,14,0.40,0.44,0.47,0.44,678,248,2.73,65.26%,08/10/17
SNAP,13.77,Call,16.5,08/18/17,7,0.38,0.41,0.44,0.4,21384,7843,2.73,176.59%,08/10/17
MS,46.3,Call,46,08/11/17,0,0.45,0.48,0.50,0.5,1032,378,2.73,31.20%,08/10/17
FLEX,15.75,Put,16,08/18/17,7,0.32,0.36,0.39,0.28,1968,732,2.69,25.67%,08/10/17
TSLA,355.4,Put,355,08/11/17,0,2.85,2.98,3.10,2.94,7307,2729,2.68,42.82%,08/10/17
AXP,84.56,Put,83.5,08/18/17,7,0.43,0.45,0.47,0.43,1068,399,2.68,20.60%,08/10/17
BKD,12.4,Call,13,09/15/17,35,0.45,0.55,0.65,0.55,1249,466,2.68,52.48%,08/10/17
TGT,55.64,Call,54,08/18/17,7,1.96,2.06,2.16,2.02,678,253,2.68,36.84%,08/10/17
LMT,303.25,Call,307.5,08/18/17,7,1.10,1.23,1.35,1.47,518,194,2.67,18.22%,08/10/17
SLB,64.4,Put,62.5,09/15/17,35,1.01,1.07,1.12,1.09,5837,2191,2.66,24.42%,08/10/17
NVDA,164.74,Put,180,08/11/17,0,16.35,17.38,18.40,17.4,576,217,2.65,204.93%,08/10/17
NFLX,169.14,Put,160,08/11/17,0,0.11,0.13,0.15,0.12,2405,916,2.63,66.07%,08/10/17
SNAP,13.77,Put,10.5,08/11/17,0,0.07,0.12,0.16,0.12,3313,1264,2.62,399.63%,08/10/17
NFLX,169.14,Call,175,08/25/17,14,2.29,2.44,2.58,2.35,548,210,2.61,36.95%,08/10/17
BABA,151.77,Put,150,08/11/17,0,0.63,0.72,0.80,0.74,10726,4133,2.6,45.40%,08/10/17
WM,74.81,Call,85,01/18/19,525,1.00,1.2,1.40,1.15,790,304,2.6,11.27%,08/10/17
T,38.19,Put,43,08/18/17,7,4.55,4.73,4.90,4,9500,3665,2.59,0.00%,08/10/17
SNAP,13.77,Call,19,08/11/17,0,0.03,0.05,0.06,0.06,548,214,2.56,347.27%,08/10/17
JCP,4.71,Call,4.5,08/11/17,0,0.35,0.44,0.53,0.41,1901,744,2.56,337.60%,08/10/17
CLF,7.19,Put,8,08/25/17,14,0.82,0.86,0.90,0.89,1110,433,2.56,52.08%,08/10/17
BAC,24.12,Call,23,08/25/17,14,1.26,1.3,1.33,1.29,1116,437,2.55,31.51%,08/10/17
DOW,63.11,Call,30,01/19/18,161,31.60,33.2,34.80,36.13,2040,807,2.53,0.00%,08/10/17
AMT,136.83,Put,50,01/19/18,161,0.00,0.1,0.10,0.1,753,298,2.53,59.24%,08/10/17
ORAN,16.81,Put,17.5,08/18/17,7,0.45,0.68,0.90,0.73,1150,457,2.52,0.00%,08/10/17
CAT,113.15,Put,97.5,09/15/17,35,0.25,0.3,0.35,0.23,1354,540,2.51,32.55%,08/10/17
CF,30.76,Call,32,08/18/17,7,0.20,0.22,0.24,0.23,1166,467,2.5,41.27%,08/10/17
CLR,34.49,Put,30.5,08/18/17,7,0.00,0.15,0.15,0.18,1500,600,2.5,63.46%,08/10/17
AIG,63,Put,60,09/15/17,35,0.37,0.39,0.41,0.37,1068,429,2.49,19.07%,08/10/17
AMAT,42.03,Put,43,08/11/17,0,1.00,1.06,1.12,1.08,686,276,2.49,45.44%,08/10/17
NVDA,164.74,Call,167.5,08/11/17,0,6.05,6.25,6.45,6.05,6618,2671,2.48,217.71%,08/10/17
CSCO,31,Call,31,08/11/17,0,0.16,0.17,0.17,0.17,1118,451,2.48,25.42%,08/10/17
MU,27.49,Put,25,01/18/19,525,4.00,4.08,4.15,4.05,16842,6829,2.47,43.73%,08/10/17
GPRO,9.78,Call,10,08/11/17,0,0.03,0.04,0.05,0.06,8067,3281,2.46,57.60%,08/10/17
NFLX,169.14,Put,100,06/15/18,308,1.75,2.35,2.95,2.55,1000,407,2.46,44.61%,08/10/17
ORCL,48.1,Call,50,09/22/17,42,0.70,0.75,0.80,0.7,608,248,2.45,22.80%,08/10/17
JD,46.09,Call,40,08/11/17,0,5.95,6.38,6.80,8.23,3000,1224,2.45,225.60%,08/10/17
AAPL,155.32,Put,157.5,08/11/17,0,2.47,2.52,2.56,2.46,26682,11035,2.42,33.74%,08/10/17
SNAP,13.77,Put,13.5,08/11/17,0,0.90,1.03,1.15,1.11,8135,3359,2.42,406.50%,08/10/17
X,23.84,Put,22,06/15/18,308,2.99,3.1,3.20,2.95,3001,1246,2.41,48.66%,08/10/17
WM,74.81,Call,80,01/18/19,525,2.15,2.4,2.65,2.6,622,259,2.4,11.19%,08/10/17
PBI,12.65,Put,14,09/15/17,35,1.45,1.53,1.60,1.1,1450,606,2.39,40.09%,08/10/17
JPM,92.19,Call,92.5,08/11/17,0,0.26,0.28,0.29,0.26,1230,516,2.38,21.29%,08/10/17
CBI,11.97,Put,12,08/11/17,0,0.30,0.4,0.50,0.46,1785,751,2.38,153.87%,08/10/17
RTN,177.62,Call,200,01/19/18,161,1.48,1.71,1.93,1.54,776,326,2.38,16.97%,08/10/17
TLRD,11.39,Put,12.5,11/17/17,98,2.25,2.45,2.65,2.5,600,252,2.38,76.47%,08/10/17
M,20.67,Call,24,09/15/17,35,0.18,0.21,0.23,0.22,15959,6707,2.38,44.15%,08/10/17
LEN,53.16,Put,23,01/18/19,525,0.35,0.47,0.58,0.6,1300,548,2.37,45.48%,08/10/17
AAPL,155.32,Call,135,09/15/17,35,20.85,21.1,21.35,21.85,742,314,2.36,34.73%,08/10/17
AMZN,956.92,Call,960,08/18/17,7,12.20,12.58,12.95,12.5,1083,460,2.35,28.53%,08/10/17
DLPH,91.15,Put,80,09/15/17,35,0.20,0.25,0.30,0.25,1549,659,2.35,29.60%,08/10/17
SNAP,13.77,Put,13.5,08/18/17,7,0.91,1.1,1.28,1.28,8080,3453,2.34,176.23%,08/10/17
DDD,12.6,Put,16.5,08/18/17,7,3.80,3.93,4.05,3.1,666,285,2.34,114.65%,08/10/17
MSFT,71.41,Put,71,09/01/17,21,1.27,1.3,1.33,1.28,827,355,2.33,22.78%,08/10/17
MT,26.6,Put,26,08/11/17,0,0.02,0.05,0.07,0.06,503,216,2.33,42.09%,08/10/17
WDC,79.19,Put,81,08/11/17,0,1.79,1.94,2.08,1.74,1113,480,2.32,40.75%,08/10/17
RIO,45.37,Call,37.5,08/18/17,7,7.70,7.9,8.10,9.8,782,337,2.32,70.61%,08/10/17
NTES,284.25,Put,290,08/18/17,7,8.60,9.35,10.10,8.73,727,313,2.32,41.40%,08/10/17
AMAT,42.03,Put,42,08/11/17,0,0.32,0.35,0.38,0.36,1725,743,2.32,41.65%,08/10/17
FB,167.4,Call,170,08/11/17,0,0.20,0.22,0.23,0.23,21808,9446,2.31,29.33%,08/10/17
NFLX,169.14,Put,170,08/11/17,0,1.90,1.96,2.01,1.95,8865,3843,2.31,42.04%,08/10/17
AAPL,155.32,Call,141,08/11/17,0,14.20,14.43,14.65,19.65,990,428,2.31,100.59%,08/10/17
JD,46.09,Put,45,08/11/17,0,0.12,0.14,0.15,0.11,879,384,2.29,52.92%,08/10/17
BX,32.3,Call,33.5,08/18/17,7,0.05,0.07,0.09,0.06,3925,1719,2.28,25.25%,08/10/17
FB,167.4,Put,167.5,08/11/17,0,1.11,1.13,1.15,1.17,11800,5209,2.27,30.94%,08/10/17
DIS,101.35,Call,103,08/18/17,7,0.39,0.41,0.43,0.38,3354,1477,2.27,19.64%,08/10/17
SNAP,13.77,Put,11.5,08/11/17,0,0.25,0.33,0.40,0.27,4690,2073,2.26,422.63%,08/10/17
MOMO,42.57,Put,45,01/19/18,161,7.00,7.35,7.70,7.13,506,224,2.26,53.78%,08/10/17
F,10.77,Put,9,03/16/18,217,0.26,0.28,0.29,0.26,3043,1355,2.25,30.26%,08/10/17
NVDA,164.74,Put,155,09/01/17,21,3.65,5.5,7.35,5.65,656,292,2.25,64.57%,08/10/17
ACXM,22.76,Call,22.5,11/17/17,98,1.40,1.58,1.75,4.81,710,315,2.25,30.34%,08/10/17
COP,44.97,Call,47,11/17/17,98,1.52,1.58,1.63,1.62,2763,1232,2.24,25.52%,08/10/17
LLNW,3.51,Put,2,09/15/17,35,0.00,0.1,0.10,0.05,2000,891,2.24,140.95%,08/10/17
MU,27.49,Call,27.5,08/11/17,0,0.29,0.3,0.31,0.29,2843,1277,2.23,53.05%,08/10/17
NFLX,169.14,Put,155,08/11/17,0,0.04,0.09,0.13,0.04,860,386,2.23,88.30%,08/10/17
AA,37.78,Call,41,08/11/17,0,0.00,0.05,0.05,0.15,534,239,2.23,86.46%,08/10/17
CAT,113.15,Put,105,09/15/17,35,0.64,0.72,0.79,0.68,7148,3200,2.23,25.15%,08/10/17
SA,11.2,Put,16,11/17/17,98,5.00,5.25,5.50,6.15,1193,536,2.23,74.69%,08/10/17
IMPV,42.85,Call,45,09/15/17,35,0.85,1.03,1.20,1.15,521,235,2.22,35.48%,08/10/17
CELG,130.37,Call,130,08/11/17,0,0.94,1.11,1.27,1.18,675,304,2.22,33.33%,08/10/17
DVA,56.13,Call,67.5,09/15/17,35,0.00,0.05,0.05,0.08,1560,702,2.22,27.32%,08/10/17
BABA,151.77,Put,152.5,08/11/17,0,1.57,1.72,1.86,1.73,8615,3896,2.21,41.57%,08/10/17
AMZN,956.92,Call,970,08/18/17,7,8.05,8.35,8.65,8.3,1256,569,2.21,28.13%,08/10/17
PCLN,1849.62,Call,1915,08/11/17,0,0.30,0.45,0.60,0.3,553,250,2.21,35.93%,08/10/17
TAHO,5.18,Put,7,03/16/18,217,2.20,2.28,2.35,2.2,586,265,2.21,64.40%,08/10/17
WPX,10.17,Call,11,09/15/17,35,0.35,0.38,0.40,0.5,650,295,2.2,55.28%,08/10/17
AMZN,956.92,Call,985,08/11/17,0,0.18,0.22,0.25,0.21,1981,906,2.19,30.48%,08/10/17
SQ,24.65,Put,21,01/19/18,161,1.35,1.4,1.45,1.35,1477,675,2.19,48.43%,08/10/17
GE,25.3,Call,25,08/11/17,0,0.31,0.33,0.34,0.32,745,341,2.18,22.60%,08/10/17
JWN,44.87,Call,47.5,08/18/17,7,0.77,0.81,0.85,0.84,5171,2368,2.18,77.52%,08/10/17
JD,46.09,Call,46.5,08/11/17,0,0.22,0.26,0.30,0.27,1029,471,2.18,44.90%,08/10/17
LNG,41.11,Put,42,08/18/17,7,1.24,1.28,1.32,1.41,554,254,2.18,35.68%,08/10/17
HD,153.88,Call,155,10/20/17,70,4.15,4.2,4.25,4.15,1055,484,2.18,17.19%,08/10/17
MGM,30.51,Call,31,08/18/17,7,0.34,0.36,0.38,0.36,5660,2604,2.17,36.23%,08/10/17
TM,112.38,Put,110,09/15/17,35,1.22,1.28,1.34,1.22,702,324,2.17,17.10%,08/10/17
UTHR,127.02,Call,160,11/17/17,98,1.00,1.63,2.25,1.95,811,376,2.16,37.65%,08/10/17
INFN,8.7,Call,11.5,08/25/17,14,0.00,0.05,0.05,1.2,1095,507,2.16,83.94%,08/10/17
MU,27.49,Put,13,01/18/19,525,0.51,0.59,0.66,0.54,2511,1161,2.16,51.57%,08/10/17
JUNO,27.97,Put,20,01/19/18,161,0.90,1.03,1.15,0.98,508,235,2.16,60.38%,08/10/17
ADSK,104.98,Call,120,09/15/17,35,1.01,1.16,1.30,1.15,1560,721,2.16,42.47%,08/10/17
GOOGL,923.59,Put,915,08/11/17,0,1.75,1.9,2.05,2.1,773,359,2.15,26.51%,08/10/17
BABA,151.77,Put,146,08/11/17,0,0.07,0.14,0.21,0.2,1089,507,2.15,51.95%,08/10/17
M,20.67,Put,21,08/11/17,0,0.39,0.49,0.58,0.46,11065,5153,2.15,66.92%,08/10/17
F,10.77,Put,10.5,08/25/17,14,0.07,0.08,0.09,0.07,828,387,2.14,23.20%,08/10/17
NVDA,164.74,Call,185,08/25/17,14,2.50,3,3.50,3,825,386,2.14,76.29%,08/10/17
EBAY,34.99,Put,31,10/20/17,70,0.33,0.37,0.41,0.28,2053,960,2.14,29.24%,08/10/17
TEVA,17.19,Call,18,08/18/17,7,0.30,0.35,0.40,0.33,2289,1072,2.14,75.44%,08/10/17
CBI,11.97,Call,12.5,01/19/18,161,1.80,1.95,2.10,1.91,528,247,2.14,68.16%,08/10/17
MYL,32.29,Call,32.5,08/11/17,0,0.18,0.23,0.27,0.24,1292,606,2.13,47.11%,08/10/17
YY,77.86,Call,77,08/11/17,0,1.30,1.48,1.65,1.4,510,239,2.13,60.89%,08/10/17
NFLX,169.14,Put,162.5,08/11/17,0,0.23,0.26,0.28,0.23,2414,1131,2.13,60.37%,08/10/17
CSCO,31,Call,32.5,09/22/17,42,0.29,0.32,0.34,0.36,779,368,2.12,20.15%,08/10/17
MSCC,49.43,Put,40,09/15/17,35,0.00,0.15,0.15,0.19,750,353,2.12,38.72%,08/10/17
CMG,322.65,Put,320,08/11/17,0,1.55,1.83,2.10,1.65,876,416,2.11,44.22%,08/10/17
XOM,78.97,Put,77.5,09/15/17,35,0.77,0.8,0.82,0.78,13048,6172,2.11,15.09%,08/10/17
AMZN,956.92,Call,990,08/11/17,0,0.10,0.15,0.20,0.15,2698,1278,2.11,32.78%,08/10/17
DAL,49.04,Put,48.5,09/01/17,21,0.97,1.09,1.21,0.99,831,394,2.11,29.76%,08/10/17
SCHW,40.61,Call,38,09/15/17,35,3.00,3.15,3.30,4.95,2874,1362,2.11,30.58%,08/10/17
ADBE,144.92,Call,150,08/18/17,7,0.34,0.39,0.43,0.4,5098,2423,2.1,25.94%,08/10/17
CLB,94.1,Put,90,09/15/17,35,1.80,2,2.20,1.74,579,276,2.1,33.27%,08/10/17
GOOGL,923.59,Put,920,08/11/17,0,3.00,3.2,3.40,3.2,768,368,2.09,24.90%,08/10/17
INFY,15.32,Put,16,09/15/17,35,0.75,0.83,0.90,0.7,521,249,2.09,21.50%,08/10/17
WPM,19.94,Put,19.5,08/11/17,0,0.14,0.16,0.18,0.16,1744,834,2.09,81.42%,08/10/17
FDC,17.52,Put,15,01/19/18,161,0.35,0.4,0.45,0.4,766,368,2.08,30.58%,08/10/17
ACIW,21.3,Put,22.5,09/15/17,35,1.35,1.45,1.55,1.3,1031,501,2.06,26.67%,08/10/17
UNP,102.69,Call,113,08/11/17,0,0.00,0.04,0.04,0.19,518,253,2.05,81.55%,08/10/17
JELD,29.11,Put,30,08/18/17,7,0.45,0.78,1.10,0.15,1360,664,2.05,0.00%,08/10/17
TEVA,17.19,Put,29.5,08/18/17,7,12.10,12.35,12.60,4.2,1934,942,2.05,206.29%,08/10/17
TGT,55.64,Put,56,08/11/17,0,0.55,0.57,0.58,0.53,1941,947,2.05,30.68%,08/10/17
AAPL,155.32,Call,230,04/20/18,252,0.39,0.47,0.55,0.53,768,379,2.03,24.94%,08/10/17
TGT,55.64,Call,60,01/18/19,525,3.30,3.5,3.70,3.85,3978,1961,2.03,18.47%,08/10/17
WDAY,98.14,Call,110,01/19/18,161,4.60,5,5.40,4.6,740,367,2.02,35.26%,08/10/17
NVDA,164.74,Put,132,08/11/17,0,0.00,0.24,0.24,0.12,512,253,2.02,207.01%,08/10/17
HOLX,37.39,Put,45,09/15/17,35,7.30,7.5,7.70,5.92,1557,775,2.01,0.00%,08/10/17
PFS,24.83,Put,25,09/15/17,35,0.20,0.78,1.35,0.5,2000,1000,2,23.07%,08/10/17
DOW,63.11,Put,61.5,09/22/17,42,0.93,1.02,1.10,0.7,2638,1319,2,20.74%,08/10/17
MU,27.49,Call,29.5,08/25/17,14,0.31,0.34,0.36,0.32,1102,554,1.99,48.71%,08/10/17
FB,167.4,Call,162.5,08/11/17,0,4.90,5.05,5.20,4.8,1783,896,1.99,41.86%,08/10/17
DDS,61.7,Put,62.5,08/18/17,7,2.35,2.83,3.30,2.9,1069,538,1.99,75.90%,08/10/17
POST,84.58,Call,80,09/15/17,35,5.40,5.6,5.80,7.6,753,378,1.99,26.43%,08/10/17
GTN,14.25,Put,15,08/18/17,7,0.75,0.83,0.90,1.2,1000,503,1.99,43.11%,08/10/17
TECK,22.24,Call,22,11/17/17,98,2.15,2.19,2.22,2.25,3043,1542,1.97,44.82%,08/10/17
M,20.67,Put,20,09/15/17,35,0.79,0.84,0.88,0.87,6318,3210,1.97,46.38%,08/10/17
TTMI,13.35,Call,15,09/15/17,35,0.15,0.2,0.25,0.2,620,317,1.96,43.61%,08/10/17
AMZN,956.92,Put,930,08/11/17,0,0.60,0.66,0.71,0.7,1282,659,1.95,38.28%,08/10/17
WYNN,126.02,Put,124,08/11/17,0,0.29,0.33,0.36,0.3,1432,734,1.95,39.75%,08/10/17
VZ,48.02,Call,75,01/19/18,161,0.00,0.03,0.03,0.02,20000,10231,1.95,25.67%,08/10/17
JWN,44.87,Put,37.5,10/20/17,70,0.69,0.75,0.80,0.66,1130,583,1.94,44.58%,08/10/17
BIDU,222.57,Put,220,08/11/17,0,0.72,0.78,0.83,0.8,1164,599,1.94,38.38%,08/10/17
AAP,106.13,Call,165,01/19/18,161,0.20,0.28,0.35,0.25,1043,538,1.94,33.63%,08/10/17
AAPL,155.32,Call,50,08/18/17,7,104.65,105.28,105.90,110.7,960,498,1.93,0.00%,08/10/17
GOOGL,923.59,Put,925,08/11/17,0,4.90,5.2,5.50,5.33,1159,602,1.93,23.18%,08/10/17
TSLA,355.4,Put,365,08/11/17,0,9.45,10.13,10.80,9.65,2952,1532,1.93,44.68%,08/10/17
UPS,110.92,Put,105,08/25/17,14,0.14,0.26,0.37,0.15,907,471,1.93,23.77%,08/10/17
VOD,29.28,Put,27,01/19/18,161,0.57,0.62,0.67,0.63,1300,672,1.93,20.66%,08/10/17
PCLN,1849.62,Put,1870,08/11/17,0,22.00,24.25,26.50,23.8,584,303,1.93,29.08%,08/10/17
DENN,12.03,Call,10,08/18/17,7,1.70,2.05,2.40,2.15,1107,577,1.92,82.10%,08/10/17
PBR,8.62,Call,8.5,08/18/17,7,0.29,0.31,0.32,0.28,895,465,1.92,54.69%,08/10/17
T,38.19,Put,35,11/17/17,98,0.49,0.51,0.52,0.5,723,377,1.92,22.03%,08/10/17
MS,46.3,Call,47.5,08/11/17,0,0.01,0.02,0.02,0.03,912,476,1.92,29.60%,08/10/17
AAL,48.55,Put,47.5,08/18/17,7,0.41,0.47,0.53,0.48,836,436,1.92,36.73%,08/10/17
NUS,60.52,Put,55,09/15/17,35,0.60,0.75,0.90,0.8,7321,3826,1.91,37.84%,08/10/17
C,67.22,Call,69,08/18/17,7,0.21,0.23,0.24,0.24,12220,6409,1.91,23.67%,08/10/17
PYPL,58.02,Put,55,06/15/18,308,4.20,4.43,4.65,4.15,1200,629,1.91,29.28%,08/10/17
NVDA,164.74,Put,155,08/11/17,0,2.95,3.03,3.10,3.05,7206,3802,1.9,204.40%,08/10/17
EBAY,34.99,Put,36,01/19/18,161,2.65,2.72,2.79,2.36,932,490,1.9,24.29%,08/10/17
FB,167.4,Call,165,08/11/17,0,2.74,2.81,2.88,2.77,2782,1468,1.9,36.28%,08/10/17
MELI,232.64,Put,230,09/15/17,35,10.50,11.2,11.90,9.84,784,414,1.89,44.71%,08/10/17
TSLA,355.4,Put,362.5,08/18/17,7,11.50,11.8,12.10,11.9,607,322,1.89,42.38%,08/10/17
TACO,12.51,Put,12.5,09/15/17,35,0.35,0.43,0.50,0.35,550,291,1.89,28.65%,08/10/17
CRM,87.63,Put,89,08/11/17,0,1.13,1.49,1.84,0.81,649,345,1.88,29.90%,08/10/17
POST,84.58,Put,80,09/15/17,35,0.70,0.83,0.95,0.77,659,350,1.88,24.88%,08/10/17
DIS,101.35,Put,98,08/18/17,7,0.16,0.18,0.19,0.19,960,510,1.88,22.65%,08/10/17
COMM,31.66,Put,38,08/18/17,7,5.90,6.3,6.70,5.9,1005,535,1.88,0.00%,08/10/17
NVDA,164.74,Call,177.5,08/11/17,0,2.37,2.5,2.62,2.55,2921,1559,1.87,199.73%,08/10/17
MELI,232.64,Call,270,12/15/17,126,10.50,11,11.50,11.4,6854,3688,1.86,43.09%,08/10/17
MYL,32.29,Call,32.5,01/19/18,161,2.51,2.65,2.79,2.8,1901,1024,1.86,31.48%,08/10/17
TRV,129.69,Put,125,09/15/17,35,1.00,1.1,1.20,1,1879,1009,1.86,18.65%,08/10/17
EXPR,6.16,Call,8,12/15/17,126,0.25,0.3,0.35,0.33,2200,1181,1.86,57.65%,08/10/17
JCP,4.71,Put,4,08/11/17,0,0.00,0.07,0.07,0.01,7025,3807,1.85,264.41%,08/10/17
AAPL,155.32,Put,144,08/25/17,14,0.58,0.6,0.61,0.46,540,292,1.85,34.71%,08/10/17
BA,232.88,Call,235,08/11/17,0,0.24,0.29,0.34,0.33,867,469,1.85,20.79%,08/10/17
AMZN,956.92,Put,940,08/11/17,0,1.13,1.26,1.39,1.25,1758,952,1.85,32.85%,08/10/17
DDS,61.7,Put,90,08/18/17,7,27.70,28.75,29.80,17.6,5990,3231,1.85,189.33%,08/10/17
HES,41.74,Call,42.5,09/15/17,35,1.50,1.53,1.55,1.52,1265,685,1.85,36.36%,08/10/17
SBGL,5.85,Put,17.5,10/20/17,70,11.60,11.85,12.10,12.47,6834,3693,1.85,172.77%,08/10/17
PXD,135.26,Call,140,08/18/17,7,0.85,0.98,1.10,1.2,540,294,1.84,38.42%,08/10/17
GOOG,907.24,Put,900,08/11/17,0,1.75,1.88,2.00,1.87,781,427,1.83,24.53%,08/10/17
FIVE,48.29,Call,43,08/18/17,7,5.10,5.45,5.80,7.2,633,346,1.83,66.32%,08/10/17
BAS,16.71,Call,25,10/20/17,70,0.00,0.85,0.85,0.4,1000,550,1.82,79.48%,08/10/17
IFF,136.85,Call,135,08/18/17,7,2.50,2.8,3.10,4.71,661,364,1.82,24.49%,08/10/17
JD,46.09,Put,43,01/19/18,161,3.00,3.18,3.35,2.98,1597,879,1.82,39.58%,08/10/17
SNAP,13.77,Call,17,08/11/17,0,0.15,0.22,0.29,0.19,4101,2264,1.81,376.97%,08/10/17
TSLA,355.4,Call,372.5,08/18/17,7,1.80,2.09,2.37,2.09,505,279,1.81,42.04%,08/10/17
VRX,13.81,Call,14.5,08/11/17,0,0.03,0.04,0.05,0.03,3946,2177,1.81,82.74%,08/10/17
EMES,6.27,Put,12.5,01/19/18,161,6.20,6.4,6.60,5.96,3282,1817,1.81,81.53%,08/10/17
MT,26.6,Call,28,09/15/17,35,0.50,0.55,0.59,0.55,574,318,1.81,33.06%,08/10/17
AMZN,956.92,Put,965,08/11/17,0,9.80,10.33,10.85,10.24,2747,1535,1.79,26.73%,08/10/17
MSFT,71.41,Call,72.5,11/17/17,98,2.54,2.57,2.59,2.56,1761,991,1.78,20.25%,08/10/17
QRVO,67.77,Call,72.5,09/15/17,35,0.95,1.05,1.15,1.18,636,357,1.78,32.61%,08/10/17
M,20.67,Call,22.5,08/11/17,0,0.01,0.04,0.06,0.07,800,449,1.78,107.51%,08/10/17
SWKS,101.6,Put,90,11/17/17,98,2.70,2.83,2.95,2.8,1011,569,1.78,37.01%,08/10/17
AMD,12.12,Put,12.5,09/08/17,28,0.91,0.96,1.01,0.98,770,435,1.77,57.01%,08/10/17
CSCO,31,Put,25,10/20/17,70,0.08,0.11,0.13,0.05,4291,2423,1.77,32.44%,08/10/17
EBAY,34.99,Put,35,10/20/17,70,1.46,1.52,1.58,1.48,3215,1823,1.76,25.55%,08/10/17
JWN,44.87,Put,40,08/18/17,7,0.40,0.42,0.44,0.41,1264,720,1.76,90.83%,08/10/17
DE,127.78,Put,125,01/19/18,161,6.90,6.98,7.05,6.65,1214,688,1.76,25.67%,08/10/17
MGA,46.85,Put,47.5,08/18/17,7,1.55,1.6,1.65,1.5,2653,1506,1.76,51.94%,08/10/17
WM,74.81,Put,70,01/18/19,525,3.40,3.65,3.90,3.7,602,343,1.76,17.87%,08/10/17
NVDA,164.74,Put,147,08/11/17,0,1.00,1.06,1.12,1.11,1073,610,1.76,195.36%,08/10/17
AMZN,956.92,Call,987.5,08/11/17,0,0.18,0.23,0.27,0.18,703,402,1.75,32.92%,08/10/17
DIS,101.35,Call,100,08/18/17,7,1.76,1.85,1.94,1.78,1180,673,1.75,19.91%,08/10/17
GS,225.5,Call,230,09/01/17,21,2.34,2.58,2.81,2.6,635,363,1.75,20.80%,08/10/17
M,20.67,Put,20.5,08/11/17,0,0.13,0.17,0.20,0.18,2108,1207,1.75,56.01%,08/10/17
NVDA,164.74,Put,172.5,08/11/17,0,11.40,11.9,12.40,11.88,627,360,1.74,209.84%,08/10/17
ORCL,48.1,Call,52.5,10/20/17,70,0.31,0.35,0.38,0.36,3711,2132,1.74,19.44%,08/10/17
PAGP,21.15,Put,28,01/19/18,161,7.10,7.45,7.80,3.45,550,316,1.74,45.91%,08/10/17
C,67.22,Call,68,08/11/17,0,0.10,0.11,0.12,0.11,7042,4052,1.74,26.80%,08/10/17
PXD,135.26,Call,150,09/15/17,35,0.90,1.08,1.25,0.95,1528,876,1.74,32.22%,08/10/17
XOM,78.97,Call,76.5,08/11/17,0,2.43,2.48,2.52,3.6,900,520,1.73,25.38%,08/10/17
AMGN,169.11,Put,170,08/11/17,0,1.25,1.35,1.44,1.25,665,384,1.73,23.39%,08/10/17
CSIQ,16.55,Put,8,10/20/17,70,0.00,0.05,0.05,0.05,600,349,1.72,79.59%,08/10/17
CVX,110.11,Call,107,08/25/17,14,3.20,3.43,3.65,3.58,765,446,1.72,15.65%,08/10/17
EMN,83.25,Put,77.5,09/15/17,35,0.40,0.5,0.60,0.55,1418,825,1.72,24.01%,08/10/17
JPM,92.19,Put,93,08/11/17,0,0.90,0.94,0.97,1,4953,2899,1.71,21.27%,08/10/17
NEM,36.44,Put,36,01/19/18,161,2.51,2.55,2.58,2.51,800,468,1.71,29.75%,08/10/17
CLR,34.49,Call,35,08/18/17,7,0.60,0.7,0.80,0.75,2052,1198,1.71,52.37%,08/10/17
NVDA,164.74,Call,177.5,08/18/17,7,3.60,3.85,4.10,3.6,1357,796,1.7,100.52%,08/10/17
MOMO,42.57,Put,45,10/20/17,70,5.20,5.45,5.70,5.17,806,473,1.7,55.16%,08/10/17
GT,30.43,Call,33,09/15/17,35,0.10,0.15,0.20,0.15,3004,1767,1.7,23.47%,08/10/17
NFLX,169.14,Put,172.5,08/11/17,0,3.55,3.7,3.85,3.7,5318,3122,1.7,40.44%,08/10/17
HUN,25.13,Put,27,08/18/17,7,1.80,1.95,2.10,0.95,2953,1749,1.69,46.13%,08/10/17
NVDA,164.74,Call,300,08/18/17,7,0.00,0.03,0.03,0.04,530,314,1.69,154.22%,08/10/17
AZN,29.03,Put,33.5,08/11/17,0,4.30,4.45,4.60,4.03,2200,1301,1.69,0.00%,08/10/17
CAT,113.15,Put,113,08/11/17,0,0.45,0.49,0.52,0.46,2399,1420,1.69,23.64%,08/10/17
NOK,6.25,Put,7,03/16/18,217,0.95,0.98,1.00,0.93,600,354,1.69,27.22%,08/10/17
