Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Interest","Vol/OI Ratio",IV,Time
NVDA,164.74,Call,165,08/11/17,0,7.00,7.35,7.70,7,3359,2740,1.23,217.30%,08/10/17
LPLA,45.47,Put,41,08/18/17,7,0.00,0.35,0.35,0.75,617,500,1.23,64.07%,08/10/17
AXL,14.14,Put,12,01/19/18,161,0.80,0.88,0.95,0.9,9920,8159,1.22,51.41%,08/10/17
TSLA,355.4,Put,352.5,08/18/17,7,6.30,6.45,6.60,6.45,572,467,1.22,43.32%,08/10/17
NVCR,18.05,Call,35,03/16/18,217,0.05,0.15,0.25,0.45,1226,1001,1.22,48.74%,08/10/17
AKS,5.33,Put,5,09/15/17,35,0.20,0.21,0.22,0.17,10417,8543,1.22,56.14%,08/10/17
CMCM,10.39,Call,14,08/18/17,7,0.00,0.05,0.05,0.15,1240,1014,1.22,126.21%,08/10/17
AAPL,155.32,Call,162.5,09/08/17,28,1.37,1.46,1.54,1.35,1392,1148,1.21,23.45%,08/10/17
BABA,151.77,Put,148,08/11/17,0,0.24,0.36,0.47,0.41,1678,1391,1.21,50.20%,08/10/17
ABX,17.07,Put,3,01/19/18,161,0.00,0.02,0.02,0.02,723,597,1.21,105.95%,08/10/17
HSBC,48.19,Call,47,08/18/17,7,1.29,1.43,1.57,3.75,1807,1489,1.21,27.39%,08/10/17
AAPL,155.32,Put,155,08/25/17,14,2.96,3.01,3.05,3,1586,1319,1.2,27.31%,08/10/17
AMRN,3.2,Put,3,08/18/17,7,0.06,0.08,0.09,0.09,1034,865,1.2,97.90%,08/10/17
CX,9.29,Put,9,09/15/17,35,0.21,0.24,0.26,0.23,1400,1162,1.2,32.81%,08/10/17
MCD,156.62,Call,155,10/20/17,70,4.55,4.75,4.95,4.8,786,656,1.2,13.75%,08/10/17
MGM,30.51,Put,26,12/15/17,126,0.73,0.79,0.84,0.77,944,785,1.2,36.91%,08/10/17
RCL,117.31,Call,90,09/15/17,35,26.75,27.38,28.00,29.75,600,500,1.2,0.00%,08/10/17
BJRI,33.05,Call,35,10/20/17,70,1.30,1.48,1.65,1.43,700,584,1.2,38.97%,08/10/17
LPLA,45.47,Call,46,09/15/17,35,1.20,1.3,1.40,1.31,1210,1009,1.2,27.51%,08/10/17
AMAT,42.03,Put,37,01/18/19,525,4.10,4.2,4.30,4.03,715,595,1.2,35.58%,08/10/17
EXPR,6.16,Call,11,01/19/18,161,0.00,0.1,0.10,0.32,1000,831,1.2,51.06%,08/10/17
CSCO,31,Put,32,08/11/17,0,0.98,1.01,1.03,0.86,3555,2997,1.19,31.96%,08/10/17
GLNG,20.58,Call,22.5,09/15/17,35,0.65,0.7,0.75,0.7,522,440,1.19,55.67%,08/10/17
SU,32.39,Put,28,08/18/17,7,0.00,0.15,0.15,0.07,1000,840,1.19,73.60%,08/10/17
DIS,101.35,Put,85,09/15/17,35,0.03,0.05,0.06,0.04,916,768,1.19,27.14%,08/10/17
MRK,62.18,Call,64,08/11/17,0,0.00,0.08,0.08,0.01,503,421,1.19,37.72%,08/10/17
NVDA,164.74,Put,140,08/11/17,0,0.37,0.43,0.48,0.4,2040,1718,1.19,201.53%,08/10/17
UAL,65.24,Put,60,01/18/19,525,6.80,7.65,8.50,6.95,1503,1275,1.18,35.35%,08/10/17
AMZN,956.92,Put,977.5,08/18/17,7,25.65,26.45,27.25,26.47,761,646,1.18,28.15%,08/10/17
AVGO,240.71,Put,242.5,08/11/17,0,2.65,2.83,3.00,2.9,600,509,1.18,35.56%,08/10/17
RH,56.05,Call,61,08/18/17,7,0.10,1.4,2.70,1,1832,1555,1.18,110.34%,08/10/17
AAPL,155.32,Call,149,08/18/17,7,7.00,7.05,7.10,7.04,1422,1217,1.17,36.09%,08/10/17
TSLA,355.4,Put,352.5,08/11/17,0,1.84,1.97,2.10,1.84,2907,2493,1.17,43.54%,08/10/17
DB,16.86,Call,17,08/18/17,7,0.25,0.27,0.29,0.29,551,469,1.17,38.59%,08/10/17
EXAS,37.05,Put,36,08/11/17,0,0.05,0.18,0.30,0.35,601,515,1.17,71.77%,08/10/17
BABA,151.77,Call,170,12/15/17,126,5.35,5.5,5.65,5.5,2151,1841,1.17,33.08%,08/10/17
BABA,151.77,Put,80,12/15/17,126,0.00,0.19,0.19,0.16,720,614,1.17,46.85%,08/10/17
KN,14.99,Put,17.5,08/18/17,7,2.40,2.5,2.60,1.65,510,435,1.17,0.00%,08/10/17
LVS,60.16,Put,55,09/15/17,35,0.30,0.33,0.35,0.31,2654,2272,1.17,27.00%,08/10/17
SWKS,101.6,Call,104,08/18/17,7,0.75,0.83,0.90,1.07,671,572,1.17,33.60%,08/10/17
ALLY,22.12,Call,23,12/15/17,126,1.05,1.1,1.15,1.15,600,515,1.17,27.91%,08/10/17
COF,83.06,Call,89,08/25/17,14,0.00,0.08,0.08,0.39,1000,863,1.16,19.67%,08/10/17
SNAP,13.77,Call,19.5,08/11/17,0,0.00,0.1,0.10,0.05,587,506,1.16,376.36%,08/10/17
CSFL,24.39,Call,25,09/15/17,35,0.20,0.35,0.50,0.95,1156,1000,1.16,19.90%,08/10/17
BABA,151.77,Put,149,08/11/17,0,0.41,0.49,0.57,0.49,2438,2107,1.16,47.20%,08/10/17
MU,27.49,Call,28,09/01/17,21,0.94,0.96,0.98,0.99,870,747,1.16,46.00%,08/10/17
NFLX,169.14,Call,177.5,08/11/17,0,0.05,0.06,0.07,0.07,3632,3140,1.16,50.28%,08/10/17
KERX,6.35,Put,8,08/18/17,7,1.50,1.6,1.70,1.25,1603,1386,1.16,0.00%,08/10/17
RDUS,34.17,Call,40,01/19/18,161,3.00,3.5,4.00,3.75,1866,1608,1.16,60.91%,08/10/17
SHAK,31.97,Call,37,08/18/17,7,0.00,0.05,0.05,0.4,1911,1644,1.16,58.39%,08/10/17
COF,83.06,Call,88,08/25/17,14,0.07,0.1,0.13,0.95,1003,869,1.15,20.48%,08/10/17
FCX,14.15,Put,14,09/15/17,35,0.59,0.6,0.60,0.59,4179,3625,1.15,39.34%,08/10/17
NVDA,164.74,Call,190,08/11/17,0,0.60,0.72,0.83,0.67,3380,2930,1.15,198.51%,08/10/17
SKX,28.61,Put,23,08/18/17,7,0.00,0.05,0.05,0.06,713,621,1.15,85.87%,08/10/17
NVDA,164.74,Call,185,08/18/17,7,2.15,2.23,2.30,2.21,3572,3120,1.14,99.90%,08/10/17
CSCO,31,Put,29,01/19/18,161,0.98,0.99,1.00,0.97,3666,3216,1.14,23.61%,08/10/17
HOLX,37.39,Put,50,03/16/18,217,12.20,12.8,13.40,11,1310,1150,1.14,29.53%,08/10/17
MU,27.49,Call,33.5,08/18/17,7,0.01,0.03,0.04,0.03,551,484,1.14,76.83%,08/10/17
KSS,39.5,Put,39.5,08/18/17,7,0.80,0.9,1.00,0.95,542,476,1.14,44.72%,08/10/17
MS,46.3,Put,46,01/19/18,161,2.90,2.92,2.94,2.72,616,542,1.14,26.06%,08/10/17
AMZN,956.92,Call,992.5,08/11/17,0,0.10,0.17,0.24,0.14,839,740,1.13,35.51%,08/10/17
NVDA,164.74,Put,155,10/20/17,70,8.85,9.13,9.40,9.05,1233,1096,1.13,49.04%,08/10/17
INTC,36.14,Put,34,11/17/17,98,0.76,0.8,0.83,0.7,514,454,1.13,23.35%,08/10/17
YY,77.86,Call,80,08/11/17,0,0.15,0.2,0.25,0.2,1471,1305,1.13,53.90%,08/10/17
VSTO,21.86,Put,22.5,11/17/17,98,2.20,2.35,2.50,2.25,4728,4185,1.13,45.05%,08/10/17
MOH,57.53,Call,90,12/15/17,126,0.00,0.2,0.20,0.82,1405,1240,1.13,36.25%,08/10/17
HES,41.74,Put,32.5,01/18/19,525,2.83,3.09,3.35,2.83,562,499,1.13,39.64%,08/10/17
SCHW,40.61,Call,39,09/15/17,35,2.15,2.25,2.35,3.85,2996,2662,1.13,26.00%,08/10/17
HSBC,48.19,Call,37,09/15/17,35,10.90,11.4,11.90,7.4,800,707,1.13,55.18%,08/10/17
AAPL,155.32,Put,152.5,08/11/17,0,0.30,0.31,0.31,0.31,9952,8858,1.12,38.48%,08/10/17
GOOG,907.24,Call,925,08/11/17,0,0.15,0.2,0.25,0.2,523,465,1.12,21.96%,08/10/17
DLTR,73.08,Put,68,08/11/17,0,0.00,0.05,0.05,1.1,712,633,1.12,70.49%,08/10/17
TTPH,5.42,Put,12.5,08/18/17,7,6.90,7.05,7.20,5.68,1840,1640,1.12,0.00%,08/10/17
AMZN,956.92,Put,975,08/11/17,0,17.80,18.58,19.35,18.76,1878,1680,1.12,26.14%,08/10/17
ESPR,48.14,Put,37,09/15/17,35,0.55,0.73,0.90,1.3,525,469,1.12,79.86%,08/10/17
EZPW,8.9,Put,7.5,08/18/17,7,0.00,0.1,0.10,0.35,1231,1101,1.12,103.37%,08/10/17
VNO,76.64,Put,75,03/16/18,217,3.60,3.75,3.90,2.9,605,538,1.12,20.37%,08/10/17
PVH,121.63,Put,70,09/15/17,35,0.00,0.1,0.10,0.01,534,475,1.12,74.29%,08/10/17
CBI,11.97,Call,13,08/18/17,7,0.25,0.33,0.40,0.3,586,521,1.12,113.88%,08/10/17
WFT,3.95,Call,4.5,10/20/17,70,0.18,0.2,0.21,0.2,1300,1157,1.12,56.23%,08/10/17
FLR,38.81,Put,40,09/15/17,35,2.00,2.08,2.15,1.95,577,520,1.11,29.74%,08/10/17
UTI,3.48,Call,5,10/20/17,70,0.00,0.1,0.10,0.1,953,862,1.11,63.03%,08/10/17
JD,46.09,Call,48,08/11/17,0,0.01,0.03,0.05,0.04,741,666,1.11,49.27%,08/10/17
CAG,34.06,Call,46,01/19/18,161,0.00,0.1,0.10,0.06,925,830,1.11,22.39%,08/10/17
RMBS,12.62,Put,10,01/19/18,161,0.08,0.17,0.26,0.2,600,542,1.11,32.86%,08/10/17
NUS,60.52,Put,65,09/15/17,35,4.90,5.45,6.00,5.8,1170,1067,1.1,35.14%,08/10/17
TSLA,355.4,Call,377.5,08/11/17,0,0.02,0.05,0.08,0.04,946,862,1.1,52.50%,08/10/17
BKD,12.4,Put,10,08/18/17,7,0.00,0.2,0.20,0.15,575,522,1.1,135.56%,08/10/17
BA,232.88,Call,237.5,08/18/17,7,0.87,0.95,1.03,0.92,863,787,1.1,21.86%,08/10/17
MBI,10.38,Put,12,08/18/17,7,1.47,2.22,2.97,1.72,3000,2717,1.1,219.10%,08/10/17
BAC,24.12,Put,24,08/11/17,0,0.11,0.12,0.12,0.12,16411,14878,1.1,33.54%,08/10/17
QEP,7.24,Call,8,01/19/18,161,0.80,0.85,0.90,0.99,1298,1176,1.1,59.03%,08/10/17
QSII,15.2,Call,25,03/16/18,217,0.00,0.4,0.40,0.2,1095,1000,1.1,43.38%,08/10/17
EGO,1.93,Put,2,08/18/17,7,0.05,0.1,0.15,0.1,780,710,1.1,58.43%,08/10/17
MDLZ,43.27,Put,36,08/18/17,7,0.00,0.05,0.05,0.08,945,863,1.1,69.52%,08/10/17
NVDA,164.74,Put,138,08/11/17,0,0.21,0.31,0.41,0.33,548,498,1.1,202.11%,08/10/17
HALO,12.13,Call,13,12/15/17,126,0.75,0.88,1.00,1.15,2045,1879,1.09,42.61%,08/10/17
FIT,5.64,Call,5.5,08/11/17,0,0.14,0.17,0.20,0.16,2068,1904,1.09,70.03%,08/10/17
GE,25.3,Call,25.5,08/11/17,0,0.02,0.03,0.03,0.03,1392,1280,1.09,17.42%,08/10/17
JPM,92.19,Call,72.5,08/18/17,7,19.30,19.6,19.90,18.85,1430,1306,1.09,0.00%,08/10/17
WDC,79.19,Put,78,08/11/17,0,0.26,0.29,0.31,0.28,1366,1251,1.09,44.59%,08/10/17
GGP,21.56,Call,25,09/15/17,35,0.03,0.11,0.18,0.13,1559,1428,1.09,35.85%,08/10/17
FB,167.4,Put,172.5,08/11/17,0,5.00,5.13,5.25,5.15,4896,4473,1.09,30.18%,08/10/17
QCOM,52.34,Call,77.5,01/19/18,161,0.04,0.06,0.08,0.08,2416,2216,1.09,26.99%,08/10/17
TGT,55.64,Put,56,08/18/17,7,1.97,2.03,2.09,2.04,536,492,1.09,64.80%,08/10/17
COF,83.06,Put,85,08/18/17,7,1.99,2.15,2.30,1.68,2363,2197,1.08,20.01%,08/10/17
USB,52.38,Call,55,10/20/17,70,0.41,0.46,0.50,0.42,842,777,1.08,14.60%,08/10/17
AMZN,956.92,Put,972.5,08/11/17,0,15.90,16.48,17.05,16.33,911,841,1.08,27.56%,08/10/17
FB,167.4,Put,190,08/18/17,7,22.40,22.65,22.90,17.1,506,470,1.08,48.14%,08/10/17
RMBS,12.62,Call,8,08/18/17,7,4.45,4.68,4.90,3.75,511,471,1.08,213.03%,08/10/17
SBGI,30.7,Put,34,09/15/17,35,3.50,3.7,3.90,3.48,540,502,1.08,39.36%,08/10/17
AERI,51.45,Call,65,11/17/17,98,0.70,1.08,1.45,1.7,2180,2019,1.08,44.37%,08/10/17
APRN,5.14,Call,6,08/11/17,0,0.00,0.05,0.05,0.04,2639,2453,1.08,216.74%,08/10/17
HUN,25.13,Call,19,08/18/17,7,5.80,6.15,6.50,8.7,640,599,1.07,102.24%,08/10/17
OKE,52.21,Put,53,08/11/17,0,0.75,0.88,1.00,0.5,1254,1167,1.07,31.61%,08/10/17
FCX,14.15,Call,17,08/25/17,14,0.00,0.03,0.03,0.02,1200,1126,1.07,50.26%,08/10/17
FHN,17.44,Call,24,08/18/17,7,0.00,0.05,0.05,0.55,1070,1000,1.07,122.51%,08/10/17
JCP,4.71,Call,5,11/17/17,98,0.52,0.57,0.61,0.58,3643,3395,1.07,70.05%,08/10/17
TXN,80.36,Put,80,09/15/17,35,1.79,1.86,1.92,1.86,611,569,1.07,21.17%,08/10/17
STWD,22.23,Put,22.5,12/15/17,126,0.90,1,1.10,1.05,702,655,1.07,17.29%,08/10/17
THC,13.39,Put,17,08/18/17,7,3.50,3.6,3.70,2.7,1183,1105,1.07,0.00%,08/10/17
AMX,17.91,Put,18,01/19/18,161,1.20,1.3,1.40,1.3,1190,1110,1.07,27.41%,08/10/17
EW,114.13,Call,126,08/18/17,7,0.00,0.2,0.20,1.33,800,750,1.07,43.29%,08/10/17
TWLO,30.28,Call,30.5,08/11/17,0,0.23,0.26,0.29,0.28,561,527,1.06,56.57%,08/10/17
TSLA,355.4,Call,380,08/18/17,7,0.90,0.97,1.03,0.95,2856,2690,1.06,41.33%,08/10/17
CS,14.96,Put,10,06/15/18,308,0.00,0.25,0.25,0.1,1057,1000,1.06,31.72%,08/10/17
BA,232.88,Put,220,09/15/17,35,1.55,1.66,1.77,1.63,1750,1646,1.06,22.13%,08/10/17
URBN,17.19,Put,15,08/18/17,7,0.20,0.23,0.25,0.2,15186,14320,1.06,114.72%,08/10/17
BABA,151.77,Call,175,09/15/17,35,0.98,1.02,1.06,1.02,2360,2222,1.06,38.04%,08/10/17
DF,11.73,Put,7,03/16/18,217,0.00,0.2,0.20,0.15,1373,1299,1.06,46.23%,08/10/17
DG,75.58,Call,81,09/01/17,21,0.45,0.58,0.70,0.85,1123,1061,1.06,32.11%,08/10/17
TECK,22.24,Call,24,08/25/17,14,0.16,0.23,0.29,0.3,1545,1458,1.06,47.14%,08/10/17
BBRY,8.73,Call,9,10/20/17,70,0.50,0.55,0.59,0.55,897,843,1.06,43.27%,08/10/17
BIDU,222.57,Put,222.5,08/11/17,0,1.52,1.64,1.76,1.58,507,479,1.06,36.11%,08/10/17
AEO,11.21,Call,12,08/11/17,0,0.00,0.05,0.05,0.1,1215,1145,1.06,97.43%,08/10/17
HSBC,48.19,Call,46,08/18/17,7,1.51,2.53,3.55,4.75,715,677,1.06,45.63%,08/10/17
NVDA,164.74,Put,150,08/11/17,0,1.58,1.72,1.85,1.85,5652,5334,1.06,202.29%,08/10/17
WUBA,51,Call,60,09/15/17,35,0.30,0.4,0.50,0.45,933,892,1.05,43.59%,08/10/17
NVRO,80.87,Call,100,09/15/17,35,0.15,1.55,2.95,0.7,1262,1201,1.05,68.84%,08/10/17
TSLA,355.4,Put,340,08/11/17,0,0.26,0.28,0.30,0.26,2213,2100,1.05,55.55%,08/10/17
DLTR,73.08,Call,80,08/25/17,14,0.35,0.48,0.60,0.55,2723,2591,1.05,44.83%,08/10/17
TXN,80.36,Put,55,08/18/17,7,0.00,0.01,0.01,0.03,550,525,1.05,102.59%,08/10/17
V,99.49,Put,100,08/11/17,0,0.67,0.7,0.72,0.7,2609,2475,1.05,18.73%,08/10/17
MU,27.49,Call,45,08/25/17,14,0.00,0.02,0.02,0.05,2257,2152,1.05,100.67%,08/10/17
WDC,79.19,Call,85,09/15/17,35,1.49,1.58,1.66,1.6,4237,4025,1.05,37.74%,08/10/17
AG,6.74,Call,6,09/15/17,35,0.85,0.9,0.95,0.95,684,652,1.05,55.29%,08/10/17
GOOGL,923.59,Put,880,10/20/17,70,15.30,15.75,16.20,15.5,669,643,1.04,21.55%,08/10/17
BA,232.88,Put,232.5,08/11/17,0,0.80,0.86,0.92,0.78,743,714,1.04,21.44%,08/10/17
HZNP,11.54,Put,14,08/18/17,7,2.40,2.5,2.60,1,7041,6791,1.04,97.68%,08/10/17
V,99.49,Call,115,01/19/18,161,0.60,0.65,0.69,0.67,701,673,1.04,17.27%,08/10/17
VRA,10.01,Put,7.5,09/15/17,35,0.05,0.15,0.25,0.1,1296,1250,1.04,85.28%,08/10/17
AAPL,155.32,Put,105,10/20/17,70,0.09,0.1,0.10,0.11,6402,6152,1.04,40.27%,08/10/17
SYF,29.32,Put,28,08/18/17,7,0.00,0.15,0.15,0.13,992,951,1.04,31.81%,08/10/17
DG,75.58,Put,68,08/25/17,14,0.00,0.15,0.15,2.15,1260,1210,1.04,32.51%,08/10/17
JD,46.09,Put,48.5,08/11/17,0,2.23,2.48,2.72,2.44,1086,1047,1.04,70.39%,08/10/17
VRX,13.81,Call,19,01/19/18,161,0.72,0.74,0.75,0.71,6443,6202,1.04,58.72%,08/10/17
VRX,13.81,Put,11,01/19/18,161,0.86,0.88,0.89,0.89,6421,6193,1.04,61.41%,08/10/17
RH,56.05,Call,57.5,08/11/17,0,0.30,0.85,1.40,0.85,535,512,1.04,123.30%,08/10/17
KSS,39.5,Put,38,08/18/17,7,0.30,0.4,0.50,0.4,2295,2204,1.04,49.13%,08/10/17
MS,46.3,Put,47,08/11/17,0,0.74,0.77,0.80,0.33,2383,2286,1.04,30.76%,08/10/17
S,8.03,Call,8,09/15/17,35,0.39,0.42,0.45,0.46,2021,1949,1.04,41.13%,08/10/17
STLD,35.47,Put,25,11/17/17,98,0.05,0.1,0.15,0.45,539,517,1.04,39.34%,08/10/17
MTW,7.8,Put,5,09/15/17,35,0.00,0.05,0.05,0.05,1200,1151,1.04,83.09%,08/10/17
MDCO,35.9,Call,80,01/19/18,161,0.00,0.15,0.15,0.3,532,514,1.04,53.10%,08/10/17
HUN,25.13,Put,27,11/17/17,98,2.50,2.58,2.65,1.9,3114,3019,1.03,28.23%,08/10/17
GOOG,907.24,Call,975,09/15/17,35,2.00,2.5,3.00,2.5,991,965,1.03,18.24%,08/10/17
CSTE,28.9,Call,42.5,10/20/17,70,0.00,0.1,0.10,0.85,1038,1006,1.03,43.26%,08/10/17
AAPL,155.32,Call,160,08/25/17,14,1.32,1.35,1.38,1.33,8203,7987,1.03,26.41%,08/10/17
PAA,20.67,Call,23,11/17/17,98,0.45,0.55,0.65,0.6,1462,1413,1.03,31.32%,08/10/17
FMC,83.05,Put,65,08/18/17,7,0.00,0.1,0.10,0.05,1131,1102,1.03,89.72%,08/10/17
PCLN,1849.62,Call,1920,08/11/17,0,0.25,0.33,0.40,0.21,550,533,1.03,36.13%,08/10/17
GPS,23.05,Call,23.5,08/18/17,7,0.70,0.72,0.74,0.75,565,547,1.03,77.82%,08/10/17
Z,40.5,Put,46,08/18/17,7,5.30,5.6,5.90,2.6,514,497,1.03,66.20%,08/10/17
FB,167.4,Put,125,11/17/17,98,0.50,0.57,0.63,0.55,785,765,1.03,35.10%,08/10/17
ABCO,50.7,Call,55,09/15/17,35,0.90,1.18,1.45,1.12,2018,1956,1.03,43.61%,08/10/17
SHOO,42.45,Put,35,08/18/17,7,0.00,0.1,0.10,0.25,519,502,1.03,81.27%,08/10/17
ETM,10.15,Call,15,09/15/17,35,0.00,0.15,0.15,0.01,2375,2300,1.03,81.10%,08/10/17
AAPL,155.32,Call,162.5,08/11/17,0,0.02,0.03,0.03,0.03,23078,22425,1.03,41.85%,08/10/17
HSBC,48.19,Put,39,12/15/17,126,0.18,0.26,0.34,0.67,1153,1119,1.03,26.69%,08/10/17
BG,77.96,Put,72.5,09/15/17,35,0.80,1,1.20,1.1,512,501,1.02,32.63%,08/10/17
BA,232.88,Call,350,01/19/18,161,0.00,0.09,0.09,0.05,760,744,1.02,22.54%,08/10/17
PII,88.08,Put,80,01/18/19,525,10.00,10.45,10.90,9.15,1033,1015,1.02,36.95%,08/10/17
JD,46.09,Call,47,08/18/17,7,1.47,1.54,1.61,1.45,4086,4009,1.02,82.29%,08/10/17
AVXS,91.66,Put,80,09/15/17,35,2.05,3.03,4.00,2.8,3578,3524,1.02,71.79%,08/10/17
GS,225.5,Call,230,08/18/17,7,1.09,1.14,1.18,1.15,3463,3386,1.02,24.23%,08/10/17
LBTYK,32.91,Put,25,01/19/18,161,0.20,0.3,0.40,1.4,4720,4620,1.02,33.10%,08/10/17
WAB,72.27,Put,90,08/18/17,7,17.30,18.2,19.10,11.5,2324,2278,1.02,123.61%,08/10/17
